,review_id,review_comment,review_likes,user_rating,date_posted,restaurant_id,user_id
119,6120,"Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.",0,1.1,2022-11-13,1012,2085
120,6121,I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.,0,2.1,2021-10-01,1013,2066
121,6122,"Worst service to boot, but that is the least of their worries.",0,2.1,2021-12-28,1005,2091
122,6123,Service was fine and the waitress was friendly.,1,4.9,2021-05-02,1006,2045
123,6124,"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.",1,2.5,2022-02-03,1007,2063
124,6125,"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",1,2.9,2021-03-20,1010,2004
125,6126,"Host staff were, for lack of a better word, BITCHES!",0,2.3,2022-09-03,1001,2017
126,6127,Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...,0,1.7,2022-06-09,1010,2032
127,6128,"Phenomenal food, service and ambiance.",1,2.7,2021-10-05,1014,2065
128,6129,I wouldn't return.,0,1.7,2021-08-30,1009,2080
129,6130,"Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.",1,4.7,2022-09-12,1007,2065
130,6131,This place is way too overpriced for mediocre food.,0,1.4,2021-08-12,1011,2042
131,6132,Penne vodka excellent!,1,2.9,2021-06-18,1014,2039
132,6133,"They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.",1,4.7,2021-11-11,1002,2019
133,6134,The management is rude.,0,1.6,2021-07-22,1010,2026
134,6135,"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.",1,4.3,2021-09-18,1005,2066
135,6136,"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.",1,2.8,2021-05-26,1010,2070
136,6137,I had a seriously solid breakfast here.,1,2.9,2022-04-05,1011,2020
137,6138,This is one of the best bars with food in Vegas.,1,3.1,2021-06-03,1013,2002
138,6139,"He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.",0,1.7,2022-03-19,1012,2038
139,6140,My drink was never empty and he made some really great menu suggestions.,1,4.1,2021-07-13,1002,2038
140,6141,Don't do it!!!!,0,1.8,2021-06-16,1003,2060
141,6142,The waiter wasn't helpful or friendly and rarely checked on us.,0,2.3,2022-11-17,1010,2054
142,6143,My husband and I ate lunch here and were very disappointed with the food and service.,0,1.5,2021-07-22,1006,2008
143,6144,And the red curry had so much bamboo shoots and wasn't very tasty to me.,0,1.5,2022-08-20,1010,2055
144,6145,Nice blanket of moz over top but i feel like this was done to cover up the subpar food.,1,4.3,2022-10-24,1001,2006
145,6146,The bathrooms are clean and the place itself is well decorated.,1,3.4,2021-03-13,1002,2056
146,6147,"The menu is always changing, food quality is going down & service is extremely slow.",0,2.3,2022-11-30,1011,2092
147,6148,"The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.",0,1.8,2022-11-22,1002,2045
148,6149,I give it 2 thumbs down,0,2.3,2021-02-07,1015,2082
149,6150,We watched our waiter pay a lot more attention to other tables and ignore us.,0,1.6,2021-02-25,1007,2074
150,6151,My fiancé and I came in the middle of the day and we were greeted and seated right away.,1,2.7,2021-04-03,1009,2007
151,6152,This is a great restaurant at the Mandalay Bay.,1,2.5,2022-07-14,1002,2006
152,6153,We waited for forty five minutes in vain.,0,2.3,2021-05-18,1006,2029
153,6154,Crostini that came with the salad was stale.,0,1.6,2021-03-17,1010,2093
154,6155,Some highlights : Great quality nigiri here!,1,4.8,2022-01-10,1009,2092
155,6156,the staff is friendly and the joint is always clean.,1,4.0,2022-11-19,1003,2046
156,6157,this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.,1,3.8,2021-11-11,1006,2045
157,6158,I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.,1,2.6,2021-11-07,1014,2003
158,6159,this place is good.,1,4.3,2021-05-08,1001,2041
159,6160,"Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.",0,1.1,2021-11-28,1008,2040
160,6161,I came back today since they relocated and still not impressed.,0,1.1,2022-10-11,1008,2069
161,6162,I was seated immediately.,1,4.1,2022-05-28,1002,2098
162,6163,"Their menu is diverse, and reasonably priced.",1,3.5,2021-07-26,1006,2003
163,6164,Avoid at all cost!,0,1.1,2022-01-12,1009,2008
164,6165,Restaurant is always full but never a wait.,1,3.6,2021-11-28,1005,2005
165,6166,DELICIOUS!!,1,4.8,2022-08-23,1004,2081
166,6167,This place is hands-down one of the best places to eat in the Phoenix metro area.,1,4.7,2021-07-06,1003,2027
167,6168,So don't go there if you are looking for good food...,0,2.1,2021-10-07,1003,2052
168,6169,I've never been treated so bad.,0,1.4,2021-09-23,1002,2056
169,6170,Bacon is hella salty.,1,4.1,2021-09-04,1008,2094
170,6171,"We also ordered the spinach and avocado salad, the ingredients were sad and the dressing literally had zero taste.",0,2.2,2021-02-23,1013,2007
171,6172,"This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.",1,4.6,2021-10-03,1003,2014
172,6173,The waitresses are very friendly.,1,4.0,2021-08-13,1008,2040
173,6174,"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!",1,3.0,2022-11-13,1003,2037
174,6175,Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.,1,2.7,2021-07-21,1010,2093
175,6176,"Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back.",0,1.9,2022-06-16,1010,2088
176,6177,The service here leaves a lot to be desired.,0,1.8,2021-03-18,1015,2015
177,6178,"The atmosphere is modern and hip, while maintaining a touch of coziness.",1,3.5,2022-07-02,1004,2053
178,6179,"Not a weekly haunt, but definitely a place to come back to every once in a while.",1,2.5,2022-02-05,1015,2005
179,6180,We literally sat there for 20 minutes with no one asking to take our order.,0,1.9,2022-02-01,1004,2031
180,6181,"The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.",0,1.2,2021-03-10,1004,2009
181,6182,I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.,0,1.9,2022-03-12,1015,2053
182,6183,I dressed up to be treated so rudely!,0,1.6,2021-02-13,1002,2059
183,6184,It was probably dirt.,0,2.1,2021-11-12,1007,2047
184,6185,"Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.",1,3.1,2021-10-21,1001,2093
185,6186,I ordered the Lemon raspberry ice cocktail which was also incredible.,1,2.7,2022-05-15,1014,2015
186,6187,"The food sucked, which we expected but it sucked more than we could have imagined.",0,2.4,2021-12-28,1013,2083
187,6188,Interesting decor.,1,4.6,2022-06-27,1005,2023
188,6189,What I really like there is the crepe station.,1,3.5,2021-02-20,1008,2009
189,6190,"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.",1,4.6,2021-08-11,1013,2006
190,6191,you can watch them preparing the delicious food!),1,2.8,2022-05-25,1002,2079
191,6192,Both of the egg rolls were fantastic.,1,3.0,2021-07-19,1002,2062
192,6193,"When my order arrived, one of the gyros was missing.",0,1.7,2021-11-14,1003,2057
193,6194,"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.",1,4.5,2022-04-12,1006,2062
194,6195,I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.,0,1.8,2022-05-06,1002,2038
195,6196,The best place to go for a tasty bowl of Pho!,1,4.0,2021-01-28,1011,2046
196,6197,The live music on Fridays totally blows.,0,2.3,2022-06-13,1012,2095
197,6198,I've never been more insulted or felt disrespected.,0,2.0,2022-03-22,1003,2045
198,6199,Very friendly staff.,1,3.0,2022-04-08,1001,2015
199,6200,It is worth the drive.,1,4.9,2021-05-26,1010,2019
200,6201,"I had heard good things about this place, but it exceeding every hope I could have dreamed of.",1,3.0,2021-06-24,1014,2087
201,6202,Food was great and so was the serivce!,1,3.1,2022-03-02,1014,2024
202,6203,The warm beer didn't help.,0,2.4,2021-04-07,1012,2013
203,6204,Great brunch spot.,1,4.7,2022-09-28,1008,2035
204,6205,Service is friendly and inviting.,1,4.3,2021-10-26,1009,2075
205,6206,Very good lunch spot.,1,2.9,2021-06-17,1009,2056
206,6207,I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.,0,1.9,2022-07-09,1009,2078
207,6208,The WORST EXPERIENCE EVER.,0,1.1,2022-02-21,1008,2019
208,6209,Must have been an off night at this place.,0,1.2,2022-02-24,1007,2047
209,6210,"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.",1,2.6,2021-03-03,1001,2027
210,6211,"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.",0,1.8,2021-01-21,1008,2033
211,6212,"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.",0,1.7,2021-03-30,1015,2068
212,6213,My friend loved the salmon tartar.,1,3.2,2021-07-24,1010,2011
213,6214,Won't go back.,0,1.1,2021-05-20,1013,2028
214,6215,Extremely Tasty!,1,3.8,2021-12-13,1012,2017
215,6216,Waitress was good though!,1,3.1,2022-10-23,1008,2079
216,6217,Soggy and not good.,0,2.3,2021-01-16,1015,2065
217,6218,The Jamaican mojitos are delicious.,1,3.3,2022-10-21,1005,2021
218,6219,Which are small and not worth the price.,0,2.4,2022-01-27,1003,2063
219,6220,- the food is rich so order accordingly.,1,2.8,2022-09-18,1013,2028
220,6221,"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!",0,1.9,2021-07-08,1006,2047
221,6222,The service was a bit lacking.,0,2.4,2022-06-24,1013,2085
222,6223,"Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.",0,2.5,2022-01-13,1004,2067
223,6224,Hopefully this bodes for them going out of business and someone who can cook can come in.,0,2.4,2022-09-06,1011,2069
224,6225,"It was either too cold, not enough flavor or just bad.",0,1.1,2021-12-01,1009,2067
225,6226,I loved the bacon wrapped dates.,1,3.9,2022-05-26,1013,2068
226,6227,This is an unbelievable BARGAIN!,1,3.3,2021-10-13,1006,2067
227,6228,The folks at Otto always make us feel so welcome and special.,1,4.2,2021-11-16,1006,2012
228,6229,"As for the ""mains,"" also uninspired.",0,1.8,2021-11-09,1001,2033
229,6230,This is the place where I first had pho and it was amazing!!,1,3.8,2021-12-07,1012,2049
230,6231,This wonderful experience made this place a must-stop whenever we are in town again.,1,3.7,2021-04-19,1014,2043
231,6232,"If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.",0,1.6,2021-09-13,1007,2033
232,6233,Very very fun chef.,1,3.8,2021-01-31,1002,2084
233,6234,"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.",0,1.5,2021-12-16,1014,2015
234,6235,Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,1,3.4,2022-06-17,1004,2002
235,6236,"If it were possible to give them zero stars, they'd have it.",0,1.2,2022-08-26,1002,2038
236,6237,"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them.",0,2.3,2022-08-05,1011,2094
237,6238,"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",1,2.6,2022-07-18,1006,2073
238,6239,If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0,1.2,2022-01-05,1006,2069
239,6240,"Everyone is very attentive, providing excellent customer service.",1,4.0,2021-06-18,1011,2091
240,6241,Horrible - don't waste your time and money.,0,1.2,2022-07-10,1009,2022
241,6242,Now this dish was quite flavourful.,1,4.7,2021-07-15,1009,2012
242,6243,By this time our side of the restaurant was almost empty so there was no excuse.,0,1.4,2021-11-28,1006,2021
243,6244,"(It wasn't busy either) Also, the building was FREEZING cold.",0,1.8,2021-05-28,1008,2071
244,6245,"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0,1.8,2021-12-20,1013,2012
245,6246,-Drinks took close to 30 minutes to come out at one point.,0,1.0,2022-03-10,1010,2014
246,6247,"Seriously flavorful delights, folks.",1,2.6,2022-03-23,1006,2072
247,6248,Much better than the other AYCE sushi place I went to in Vegas.,1,2.5,2021-05-11,1012,2093
248,6249,The lighting is just dark enough to set the mood.,1,3.8,2022-07-28,1002,2003
249,6250,Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0,1.1,2021-12-12,1002,2017
250,6251,Owner's are really great people.!,1,3.3,2022-04-10,1007,2052
251,6252,There is nothing privileged about working/eating there.,0,1.4,2021-07-25,1010,2075
252,6253,The Greek dressing was very creamy and flavorful.,1,5.0,2021-11-01,1015,2092
253,6254,"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.",0,1.5,2021-02-02,1003,2097
254,6255,Now the pizza itself was good the peanut sauce was very tasty.,1,2.6,2022-08-16,1006,2074
255,6256,We had 7 at our table and the service was pretty fast.,1,4.8,2021-06-06,1007,2088
256,6257,Fantastic service here.,1,4.8,2021-07-01,1004,2025
257,6258,I as well would've given godfathers zero stars if possible.,0,1.2,2021-07-25,1007,2055
258,6259,They know how to make them here.,1,3.8,2022-07-26,1009,2052
259,6260,very tough and very short on flavor!,0,1.2,2021-11-17,1004,2021
260,6261,I hope this place sticks around.,1,2.9,2022-03-04,1001,2052
261,6262,"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.",0,2.0,2021-05-12,1014,2068
262,6263,The restaurant atmosphere was exquisite.,1,4.7,2022-10-16,1005,2034
263,6264,"Good service, very clean, and inexpensive, to boot!",1,4.4,2021-01-06,1013,2095
264,6265,The seafood was fresh and generous in portion.,1,4.9,2022-04-11,1008,2015
265,6266,"Plus, it's only 8 bucks.",1,3.2,2021-01-12,1014,2063
266,6267,"The service was not up to par, either.",0,2.1,2022-04-30,1013,2052
267,6268,"Thus far, have only visited twice and the food was absolutely delicious each time.",1,4.4,2022-03-18,1012,2051
268,6269,Just as good as when I had it more than a year ago!,1,4.2,2022-04-10,1010,2045
269,6270,"For a self proclaimed coffee cafe, I was wildly disappointed.",0,1.2,2021-07-13,1003,2071
270,6271,The Veggitarian platter is out of this world!,1,3.0,2022-01-19,1006,2073
271,6272,You cant go wrong with any of the food here.,1,3.5,2021-07-16,1010,2027
272,6273,You can't beat that.,1,3.8,2022-02-17,1012,2017
273,6274,"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",1,2.9,2021-06-11,1006,2084
274,6275,The chefs were friendly and did a good job.,1,2.7,2021-05-20,1014,2005
275,6276,"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0,1.2,2022-01-23,1008,2042
276,6277,I liked the patio and the service was outstanding.,1,3.7,2022-09-03,1007,2004
277,6278,The goat taco didn't skimp on the meat and wow what FLAVOR!,1,4.1,2021-09-08,1011,2092
278,6279,I think not again,0,1.9,2021-06-11,1015,2007
279,6280,I had the mac salad and it was pretty bland so I will not be getting that again.,0,1.9,2022-01-01,1001,2036
280,6281,I went to Bachi Burger on a friend's recommendation and was not disappointed.,1,4.0,2022-02-18,1014,2003
281,6282,Service stinks here!,0,1.2,2022-01-09,1013,2008
282,6283,I waited and waited.,0,2.0,2021-03-28,1008,2088
283,6284,"This place is not quality sushi, it is not a quality restaurant.",0,1.8,2021-04-13,1008,2031
284,6285,I would definitely recommend the wings as well as the pizza.,1,3.0,2021-07-29,1002,2090
285,6286,Great Pizza and Salads!,1,4.1,2021-12-22,1004,2080
286,6287,Things that went wrong: - They burned the saganaki.,0,2.0,2022-07-09,1007,2028
287,6288,We waited an hour for what was a breakfast I could have done 100 times better at home.,0,1.9,2022-04-22,1003,2066
288,6289,This place is amazing!,1,3.3,2021-12-31,1001,2094
289,6290,"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",0,2.3,2021-02-28,1007,2038
290,6291,Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0,1.5,2022-05-07,1013,2048
291,6292,Just don't know why they were so slow.,0,2.0,2022-02-22,1010,2024
292,6293,"The staff is great, the food is delish, and they have an incredible beer selection.",1,4.5,2021-06-03,1006,2018
293,6294,"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0,1.8,2021-03-09,1005,2033
294,6295,I didn't know pulled pork could be soooo delicious.,1,4.5,2021-01-03,1009,2069
295,6296,"You get incredibly fresh fish, prepared with care.",1,4.6,2021-04-09,1005,2066
296,6297,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0,2.1,2021-11-11,1006,2090
297,6298,I love the fact that everything on their menu is worth it.,1,3.9,2022-09-04,1014,2026
298,6299,Never again will I be dining at this place!,0,1.1,2021-05-27,1009,2099
299,6300,The food was excellent and service was very good.,1,2.5,2022-04-06,1014,2092
300,6301,Good beer & drink selection and good food selection.,1,4.9,2022-04-16,1013,2093
301,6302,Please stay away from the shrimp stir fried noodles.,0,1.4,2022-05-24,1011,2004
302,6303,The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0,2.0,2022-11-03,1007,2073
303,6304,Food was really boring.,0,2.2,2022-03-10,1010,2015
304,6305,Good Service-check!,1,3.2,2022-05-31,1007,2007
305,6306,This greedy corporation will NEVER see another dime from me!,0,1.4,2022-06-24,1012,2062
